survey	contact_type	part_age	cont_age	m_est
physical distancing	community	[80,Inf]	[20,30)	0.2188627724305862
physical distancing	community	[80,Inf]	[30,40)	0.325595559714681
physical distancing	community	[80,Inf]	[40,50)	0.4789203594825255
physical distancing	community	[80,Inf]	[50,60)	0.6888193886992127
physical distancing	community	[80,Inf]	[60,70)	0.7072950664741648
physical distancing	community	[80,Inf]	[70,80)	0.7137662339831129
physical distancing	community	[80,Inf]	[80,Inf]	0.3890244118383488
physical distancing	household	[0,5)	[0,5)	0.5847850605858722
physical distancing	household	[0,5)	[5,10)	0.5081615773090503
physical distancing	household	[0,5)	[10,20)	0.3057551673560438
physical distancing	household	[0,5)	[20,30)	0.3782063745913421
physical distancing	household	[0,5)	[30,40)	1.257551465251735
physical distancing	household	[0,5)	[40,50)	0.4090019196920812
physical distancing	household	[0,5)	[50,60)	0.05885121648164422
physical distancing	household	[0,5)	[60,70)	0.03032625782754404
physical distancing	household	[0,5)	[70,80)	0.025861095777728643
physical distancing	household	[0,5)	[80,Inf]	0.010482076313423188
physical distancing	household	[5,10)	[0,5)	0.47969873192218454
physical distancing	household	[5,10)	[5,10)	0.5734776259450787
physical distancing	household	[5,10)	[10,20)	0.48602926175549327
physical distancing	household	[5,10)	[20,30)	0.16867769374026664
physical distancing	household	[5,10)	[30,40)	0.8243823452444665
physical distancing	household	[5,10)	[40,50)	0.7763509867962339
physical distancing	household	[5,10)	[50,60)	0.1197610600529684
physical distancing	household	[5,10)	[60,70)	0.022988996924339773
physical distancing	household	[5,10)	[70,80)	0.0051847341004705215
physical distancing	household	[5,10)	[80,Inf]	0.0012231332173443731
physical distancing	household	[10,20)	[0,5)	0.13185206331613397
physical distancing	household	[10,20)	[5,10)	0.2220260396710815
physical distancing	household	[10,20)	[10,20)	0.8218875622522074
physical distancing	household	[10,20)	[20,30)	0.2531673081344074
physical distancing	household	[10,20)	[30,40)	0.2312996225016331
physical distancing	household	[10,20)	[40,50)	0.8372317549710562
physical distancing	household	[10,20)	[50,60)	0.4845492364464717
physical distancing	household	[10,20)	[60,70)	0.035348227518429816
physical distancing	household	[10,20)	[70,80)	0.0055133964257915325
physical distancing	household	[10,20)	[80,Inf]	4.2119896632397035e-4
physical distancing	household	[20,30)	[0,5)	0.14876870188585176
physical distancing	household	[20,30)	[5,10)	0.07028521189778059
physical distancing	household	[20,30)	[10,20)	0.2309223217165772
physical distancing	household	[20,30)	[20,30)	0.5476413250377549
physical distancing	household	[20,30)	[30,40)	0.1533291714455354
physical distancing	household	[20,30)	[40,50)	0.16118593376553153
physical distancing	household	[20,30)	[50,60)	0.38653807098855614
physical distancing	household	[20,30)	[60,70)	0.09778133592097456
physical distancing	household	[20,30)	[70,80)	0.007908607025580317
physical distancing	household	[20,30)	[80,Inf]	3.8538423833304043e-4
physical distancing	household	[30,40)	[0,5)	0.5166128709639659
physical distancing	household	[30,40)	[5,10)	0.35875648637947954
physical distancing	household	[30,40)	[10,20)	0.22034548356797395
physical distancing	household	[30,40)	[20,30)	0.16013415097572775
physical distancing	household	[30,40)	[30,40)	0.5200405602940131
physical distancing	household	[30,40)	[40,50)	0.14400303246953414
physical distancing	household	[30,40)	[50,60)	0.04815110397804967
physical distancing	household	[30,40)	[60,70)	0.032004626322091265
physical distancing	household	[30,40)	[70,80)	0.009174399073058462
physical distancing	household	[30,40)	[80,Inf]	8.301201538897351e-4
physical distancing	household	[40,50)	[0,5)	0.1566580650986179
physical distancing	household	[40,50)	[5,10)	0.3150047211261107
physical distancing	household	[40,50)	[10,20)	0.7436400403436899
physical distancing	household	[40,50)	[20,30)	0.15695773084499914
physical distancing	household	[40,50)	[30,40)	0.13426400981665657
physical distancing	household	[40,50)	[40,50)	0.4937737783579844
physical distancing	household	[40,50)	[50,60)	0.1270040188193125
physical distancing	household	[40,50)	[60,70)	0.020973964859754776
physical distancing	household	[40,50)	[70,80)	0.008418717520413298
physical distancing	household	[40,50)	[80,Inf]	0.0024379098687856956
physical distancing	household	[50,60)	[0,5)	0.02031975180038443
physical distancing	household	[50,60)	[5,10)	0.04380239800946031
physical distancing	household	[50,60)	[10,20)	0.387952109823399
physical distancing	household	[50,60)	[20,30)	0.3392928045179153
physical distancing	household	[50,60)	[30,40)	0.04046901315519798
physical distancing	household	[50,60)	[40,50)	0.11448277646849804
physical distancing	household	[50,60)	[50,60)	0.5782742331355659
physical distancing	household	[50,60)	[60,70)	0.1173330800269849
physical distancing	household	[50,60)	[70,80)	0.018573385528144255
physical distancing	household	[50,60)	[80,Inf]	0.003776364163977576
physical distancing	household	[60,70)	[0,5)	0.012567576743709431
physical distancing	household	[60,70)	[5,10)	0.010091653965645417
physical distancing	household	[60,70)	[10,20)	0.03396823221965061
physical distancing	household	[60,70)	[20,30)	0.10301426300099924
physical distancing	household	[60,70)	[30,40)	0.0322848398224325
physical distancing	household	[60,70)	[40,50)	0.02269195351207678
physical distancing	household	[60,70)	[50,60)	0.14082687827006943
physical distancing	household	[60,70)	[60,70)	0.6388170096438199
physical distancing	household	[60,70)	[70,80)	0.12555567816952218
physical distancing	household	[60,70)	[80,Inf]	0.010289351342292613
physical distancing	household	[70,80)	[0,5)	0.014715068449810399
physical distancing	household	[70,80)	[5,10)	0.0031250667195853584
physical distancing	household	[70,80)	[10,20)	0.007274661266560199
physical distancing	household	[70,80)	[20,30)	0.011439989030967504
physical distancing	household	[70,80)	[30,40)	0.012706911044016085
physical distancing	household	[70,80)	[40,50)	0.012506035020190466
physical distancing	household	[70,80)	[50,60)	0.030608267177398812
physical distancing	household	[70,80)	[60,70)	0.1723924853139277
physical distancing	household	[70,80)	[70,80)	0.6471698374983086
physical distancing	household	[70,80)	[80,Inf]	0.07295717009235915
physical distancing	household	[80,Inf]	[0,5)	0.01136462790132512
physical distancing	household	[80,Inf]	[5,10)	0.0014047644682758187
physical distancing	household	[80,Inf]	[10,20)	0.001058947171049777
physical distancing	household	[80,Inf]	[20,30)	0.0010622348387275952
physical distancing	household	[80,Inf]	[30,40)	0.002190806199743961
physical distancing	household	[80,Inf]	[40,50)	0.006900674682004119
physical distancing	household	[80,Inf]	[50,60)	0.011858177297794146
physical distancing	household	[80,Inf]	[60,70)	0.0269194452453034
physical distancing	household	[80,Inf]	[70,80)	0.1390202651379514
physical distancing	household	[80,Inf]	[80,Inf]	0.33145053836251537
