"epsilon","zeta","gamma","nu_short[1]","nu_short[2]","nu_short[3]","nu_short[4]","nu_short[5]","nu_short[6]","nu_short[7]","nu_short[8]","inoculum","p_short[1]","p_short[2]","p_short[3]","p_short[4]","p_short[5]","p_short[6]","p_short[7]","p_short[8]","x0","k","alpha","beta_short[1]","beta_short[2]","beta_short[3]","r"
0.0750964,0.708257,0.263121,0.000167179,0.000221953,0.000535163,0.0012319,0.00313593,0.00359351,0.00712059,0.00960946,4.46726e-05,0.000634965,0.000842826,0.00202977,0.00466006,0.0117778,0.0134732,0.0263489,0.0352342,28.821,0.45218,0.51198,0.243509,0.633968,1,14.3099
0.0741823,0.661661,0.248093,0.00014974,0.00020009,0.000534425,0.00129819,0.00284444,0.00357829,0.00731349,0.00957298,4.69309e-05,0.000603198,0.000805863,0.0021495,0.00520542,0.0113352,0.0142181,0.0286347,0.0371526,29.0294,0.398012,0.521642,0.237147,0.608599,1,13.1807
0.0637631,0.620849,0.205041,0.000211788,0.000220578,0.000469822,0.00117449,0.00318742,0.00361361,0.00643357,0.0103419,4.42256e-05,0.00103184,0.00107462,0.00228612,0.00569544,0.0153073,0.0173187,0.0304225,0.0480166,28.0167,0.595628,0.546421,0.247756,0.642152,1,11.6989
0.067575,0.604536,0.220803,0.000161355,0.000195305,0.000477859,0.00109651,0.00264375,0.00348283,0.00603417,0.00979255,5.13617e-05,0.000730229,0.000883737,0.00215951,0.00494147,0.0118317,0.0155285,0.0266013,0.0424663,28.9188,0.390026,0.485008,0.236313,0.647425,1,11.0375
0.0652771,0.555696,0.200119,0.000164176,0.000202082,0.000476626,0.00106861,0.0028727,0.00360171,0.0061053,0.00987305,4.8918e-05,0.000819722,0.00100879,0.00237606,0.00531151,0.0141518,0.0176797,0.0296052,0.0470164,28.5384,0.4569,0.481135,0.239942,0.638418,1,11.8491
0.062619,0.460997,0.175252,0.000157101,0.000212686,0.000498658,0.0010092,0.002918,0.00364567,0.00618381,0.00998574,4.82263e-05,0.00089563,0.00121213,0.0028373,0.00572562,0.0163776,0.0203786,0.0340827,0.0539078,28.2695,0.448522,0.462707,0.241837,0.632033,1,12.4844
0.0850814,0.564983,0.244271,0.000154844,0.000203026,0.000558446,0.00125175,0.00351072,0.00329302,0.00626411,0.00849615,4.97973e-05,0.000633502,0.00083046,0.00228096,0.00509831,0.0141686,0.0133017,0.0250029,0.0336126,28.3585,0.393157,0.412543,0.240293,0.560728,1,17.9995
0.0923058,0.425406,0.232604,0.000193212,0.00023444,0.000536267,0.00149533,0.00340438,0.00410742,0.0066793,0.0109962,5.10608e-05,0.000829962,0.00100688,0.00230019,0.00638759,0.0144249,0.017352,0.0279138,0.0451403,28.3284,0.678584,0.272031,0.226125,0.606747,1,18.1372
0.0798594,0.306054,0.186607,0.000155514,0.000210193,0.000465452,0.00114362,0.00328121,0.00407413,0.00706043,0.0109213,6.28224e-05,0.000832685,0.00112513,0.00248809,0.00609118,0.0172797,0.0213662,0.0364566,0.0552899,28.1558,0.3731,0.254566,0.264732,0.621226,1,17.527
0.0477712,0.42186,0.130685,0.000125802,0.000131487,0.000291092,0.000798676,0.00200576,0.00252882,0.00496217,0.00745388,5.08618e-05,0.000961712,0.00100513,0.00222248,0.00607434,0.015116,0.0189832,0.0365815,0.0539593,28.0447,0.574856,0.667308,0.235282,0.687402,1,17.1994
0.0471064,0.365122,0.119437,0.00014483,0.000136935,0.00029646,0.000794153,0.00199764,0.00255592,0.00510414,0.00778032,6.02273e-05,0.00121114,0.00114519,0.002476,0.00660522,0.0164503,0.0209514,0.0409836,0.0611577,27.6182,0.599498,0.599434,0.226767,0.685994,1,17.5244
0.0463143,0.394818,0.127756,0.000130169,0.000140547,0.000361463,0.000865367,0.00237035,0.00336961,0.0058569,0.00934245,6.15391e-05,0.00101786,0.00109891,0.00282135,0.00672804,0.0182158,0.0256976,0.043835,0.0681443,27.9557,0.50703,0.551732,0.236891,0.712097,1,14.9462
0.0657539,0.271976,0.14656,0.000156788,0.000168953,0.000377837,0.000932779,0.0026391,0.00324885,0.00651429,0.0097241,6.41524e-05,0.00106864,0.00115146,0.00257141,0.00632423,0.0176885,0.0216866,0.0425564,0.0622207,28.1211,0.636946,0.275416,0.239812,0.680072,1,19.8088
0.0624412,0.352923,0.158542,0.000157729,0.000202512,0.000502777,0.0013595,0.00321452,0.00426037,0.00768982,0.012654,4.94091e-05,0.000993887,0.00127571,0.00316124,0.00850215,0.0198726,0.026169,0.0462597,0.0739155,28.2213,0.570899,0.334811,0.245044,0.679503,1,17.2757
0.0632628,0.379154,0.162123,0.000161689,0.000214237,0.000524986,0.00144259,0.00328797,0.00444588,0.0079061,0.0129888,4.9826e-05,0.000996329,0.0013197,0.00322774,0.0088196,0.0198776,0.0266909,0.0464984,0.074174,28.0872,0.640827,0.342527,0.241966,0.663535,1,18.1444
0.0644534,0.368466,0.156192,0.000160272,0.000161097,0.000428145,0.000945257,0.00270665,0.00334219,0.00605821,0.00932685,4.58225e-05,0.00102507,0.00103034,0.00273365,0.00601548,0.0170338,0.0209497,0.0373387,0.0563491,27.8467,0.521485,0.37337,0.259484,0.642002,1,14.6476
0.0636642,0.327559,0.15024,0.000166439,0.000185363,0.000451192,0.0012595,0.00283721,0.00405269,0.00719382,0.0112767,5.08988e-05,0.00110659,0.00123226,0.00299415,0.00831355,0.0185345,0.0262663,0.0456943,0.0698175,27.3626,0.489022,0.329422,0.224868,0.682941,1,16.3723
0.0633664,0.291966,0.143378,0.000196732,0.000163087,0.000472605,0.00124742,0.00323641,0.00420704,0.00765959,0.012058,4.25716e-05,0.00137024,0.00113617,0.00328538,0.00862519,0.0220742,0.0285058,0.050713,0.0775753,27.6605,0.448713,0.338361,0.22324,0.665723,1,14.8502
0.0798975,0.538564,0.231132,0.000171135,0.000274417,0.000510016,0.00125063,0.00317711,0.00371224,0.00584589,0.00998338,5.0615e-05,0.000739874,0.00118586,0.00220174,0.00538177,0.0135595,0.0158072,0.0246685,0.0414049,27.7262,0.440593,0.381748,0.241518,0.620637,1,16.1926
0.0623398,0.393335,0.150279,0.000135897,0.000155525,0.000449599,0.0010133,0.00247965,0.0026408,0.00508501,0.00662972,6.0578e-05,0.00090348,0.00103384,0.00298283,0.00669759,0.0162325,0.0172691,0.0327296,0.042252,28.3179,0.525319,0.438538,0.220867,0.580059,1,14.7642
0.100221,0.653514,0.31355,0.000279732,0.000355207,0.000752767,0.001741,0.00417379,0.00496271,0.0080226,0.0129345,2.89074e-05,0.000891349,0.00113157,0.00239504,0.00552189,0.0131366,0.0155809,0.0249481,0.0396176,28.192,0.380251,0.414823,0.231161,0.582051,1,15.9194
0.0765288,0.376255,0.168092,0.000138078,0.000172634,0.000465608,0.00108517,0.00263287,0.0028486,0.0053214,0.00767144,3.74337e-05,0.000820772,0.00102597,0.00276231,0.00641443,0.0154217,0.0166643,0.0306863,0.0436464,26.5336,0.393124,0.38128,0.238792,0.583719,1,15.6828
0.0694726,0.461972,0.17831,9.84495e-05,0.000185171,0.000369474,0.00107411,0.00243246,0.00285909,0.00451956,0.00744687,5.79757e-05,0.00055182,0.0010374,0.0020678,0.00598777,0.0134581,0.0157813,0.02472,0.0400892,27.8986,0.49294,0.404306,0.272381,0.583398,1,14.2739
0.0646574,0.410845,0.164049,0.000117121,0.000226403,0.00050005,0.00109818,0.00326748,0.00368462,0.00589167,0.00932734,4.45804e-05,0.000713428,0.00137819,0.00303891,0.00664972,0.0195287,0.0219671,0.034669,0.0537982,28.4265,0.494744,0.41538,0.252034,0.603775,1,14.5474
0.0679829,0.503245,0.19034,0.000100494,0.000182042,0.000370749,0.00109073,0.00238411,0.00274223,0.00471715,0.00785621,6.01575e-05,0.00052769,0.000955492,0.00194404,0.00569779,0.0123706,0.0142024,0.0241834,0.0396386,27.8955,0.414553,0.452326,0.299214,0.58221,1,12.068
0.0662044,0.506574,0.175615,0.000176248,0.000167667,0.000442899,0.00112282,0.00260811,0.00301083,0.00506562,0.00758944,4.50857e-05,0.0010026,0.000953827,0.00251564,0.00635298,0.0146339,0.0168555,0.0280363,0.041426,27.9228,0.463399,0.513988,0.198548,0.588636,1,18.3018
0.120405,0.706601,0.357365,0.00021575,0.000385947,0.000925166,0.00232273,0.0054186,0.00433304,0.00729451,0.0118983,3.46154e-05,0.000603359,0.00107882,0.00258217,0.00645762,0.0149362,0.0119797,0.0200036,0.0322218,28.8544,0.365985,0.433319,0.229469,0.472317,1,16.2751
0.12177,0.596839,0.332665,0.000252209,0.000363639,0.000756595,0.00189473,0.00452839,0.00462496,0.00676008,0.0103056,3.11942e-05,0.000757573,0.00109192,0.00226919,0.00566337,0.0134297,0.0137121,0.0199163,0.0300481,27.2152,0.27475,0.386372,0.231367,0.507351,1,14.9456
0.0586,0.525782,0.187042,0.000147818,0.000159252,0.000325604,0.000888737,0.00227381,0.00283051,0.00603187,0.00881229,6.69138e-05,0.000789673,0.000850703,0.00173778,0.00472908,0.0120107,0.0149075,0.0312413,0.0449942,28.859,0.627284,0.429877,0.255737,0.708086,1,15.5522
0.049182,0.465961,0.142342,0.000114399,0.000138941,0.000373032,0.000892313,0.00216889,0.00280081,0.00544951,0.00774323,4.54476e-05,0.00080305,0.000975154,0.00261383,0.00622976,0.0150085,0.019297,0.036873,0.0515923,28.9721,0.560813,0.735294,0.240597,0.652958,1,13.0878
0.104562,0.299051,0.237488,0.000242448,0.000280707,0.000738008,0.00192751,0.00490808,0.00687846,0.0117657,0.0198849,2.56052e-05,0.00101984,0.00118059,0.00309793,0.0080509,0.0202482,0.0281481,0.0472038,0.077261,27.6009,0.444467,0.220805,0.231618,0.670208,1,20.6909
0.0693219,0.619002,0.226014,0.000242501,0.000271634,0.000573501,0.00147972,0.00374391,0.00456717,0.00884176,0.0118221,2.69031e-05,0.0010718,0.00120041,0.00253104,0.00650446,0.0162951,0.0198073,0.0376477,0.0497069,26.9618,0.291567,0.601754,0.225859,0.66626,1,11.9811
0.0755314,0.299672,0.158973,0.000179125,0.000194586,0.000477647,0.00122802,0.00306313,0.00372397,0.00612833,0.0103562,5.56277e-05,0.0011255,0.00122252,0.00299558,0.0076655,0.018904,0.022889,0.0371186,0.0611602,28.2021,0.603568,0.275218,0.227593,0.593766,1,18.4499
0.0752629,0.582807,0.2219,0.000186151,0.000231966,0.000539022,0.0013982,0.00340377,0.00390597,0.00604254,0.00949431,3.50352e-05,0.000838193,0.00104427,0.00242324,0.00626159,0.0151075,0.0172979,0.0265091,0.0410309,28.4383,0.55587,0.490994,0.233408,0.584852,1,14.5103
0.0697901,0.550755,0.198768,0.000187102,0.000254545,0.000610277,0.0014535,0.00340517,0.00424335,0.00661041,0.0103107,3.8905e-05,0.000940425,0.00127898,0.0030609,0.00725946,0.0168429,0.0209021,0.0321865,0.0493148,28.4828,0.572816,0.482284,0.243958,0.577584,1,13.9481
0.108476,0.501848,0.295586,0.000184581,0.000277556,0.00056396,0.00169401,0.00379122,0.00392736,0.00721782,0.0105457,5.15578e-05,0.000624067,0.000938119,0.0019043,0.00569837,0.0126637,0.0131125,0.0238366,0.0344483,28.7713,0.382205,0.301515,0.24829,0.546007,1,16.0805
0.0633748,0.558992,0.185316,0.000162202,0.000165318,0.000368298,0.000857558,0.00226381,0.00272631,0.00488652,0.00710062,4.75843e-05,0.000874507,0.000891289,0.00198346,0.00460622,0.0120685,0.0144984,0.0256911,0.0369023,27.8051,0.356007,0.586901,0.222843,0.617804,1,16.7592
0.06151,0.494761,0.167216,0.000193665,0.00019856,0.000412831,0.00115581,0.00281854,0.00318115,0.00632188,0.00854495,3.52265e-05,0.00115683,0.00118603,0.00246276,0.00686464,0.0165762,0.018669,0.0364293,0.0486168,27.3835,0.444082,0.535,0.224867,0.638451,1,11.9556
0.0795659,0.504526,0.2281,0.000230325,0.000238446,0.000493164,0.00119418,0.00346963,0.00386681,0.00726325,0.0104158,3.78181e-05,0.00100873,0.00104427,0.00215739,0.00520807,0.0149831,0.0166697,0.0308597,0.0436692,27.8934,0.374927,0.415589,0.243127,0.616439,1,14.341
0.0730712,0.483994,0.208678,0.000215589,0.000235102,0.000553831,0.00143273,0.00326498,0.00411317,0.00787,0.0112752,4.06329e-05,0.00103205,0.00112536,0.00264698,0.00681895,0.015405,0.0193296,0.036343,0.0512617,28.3886,0.41144,0.409625,0.255078,0.618851,1,13.8074
0.0676635,0.245371,0.12812,0.000141488,0.000163347,0.000442089,0.0010422,0.00254253,0.00273712,0.00495019,0.00719491,7.58303e-05,0.00110312,0.00127333,0.00343872,0.0080689,0.0194587,0.0209168,0.0371998,0.0531715,27.9876,0.58797,0.296373,0.216685,0.56113,1,14.3733
0.056884,0.418722,0.144145,0.000106798,0.000153232,0.000308944,0.000832365,0.0021116,0.00230427,0.00427395,0.00617877,8.01917e-05,0.000740355,0.00106191,0.0021387,0.00574133,0.0144376,0.0157342,0.0287965,0.041103,28.4217,0.537059,0.460438,0.250261,0.592411,1,16.874
0.0565388,0.386371,0.138481,0.0001088,0.000140277,0.000352104,0.000873795,0.00216333,0.00225965,0.00452072,0.00616396,9.2219e-05,0.000785052,0.00101195,0.00253617,0.00627028,0.0153816,0.0160554,0.031613,0.0426143,28.9267,0.635066,0.438512,0.259045,0.5622,1,13.8998
0.0584752,0.366419,0.134868,0.000133741,0.000183009,0.000374069,0.00096964,0.00242917,0.00303121,0.00515312,0.00759878,5.63429e-05,0.000990668,0.00135512,0.00276593,0.00713824,0.0176928,0.0219814,0.0368026,0.0533373,28.4143,1.01247,0.429662,0.22288,0.600917,1,15.5576
0.07816,0.557859,0.225736,0.000159994,0.0001926,0.000507251,0.00121412,0.00309752,0.00334787,0.00561153,0.00858372,8.25e-05,0.000708264,0.000852483,0.00224206,0.00534973,0.0135361,0.0146142,0.0242558,0.0366325,29.5626,0.784433,0.36654,0.238907,0.547433,1,15.8957
0.0611729,0.334936,0.141317,0.000135798,0.000159489,0.000338341,0.000802788,0.00221892,0.00281401,0.00528572,0.00745676,3.94786e-05,0.000960025,0.00112732,0.00238849,0.00564869,0.0154591,0.019524,0.0360548,0.0501216,26.7373,0.371133,0.453221,0.220393,0.675963,1,16.7582
0.07172,0.450488,0.194022,0.000165533,0.000158042,0.000398674,0.00112634,0.00248282,0.00340142,0.00616422,0.00848016,4.48098e-05,0.00085244,0.000813893,0.00205057,0.00577172,0.0126349,0.017229,0.0307924,0.0418768,27.2279,0.376831,0.387107,0.244748,0.663337,1,15.0832
0.0859774,0.501882,0.255903,0.000226745,0.000285965,0.000633615,0.0014184,0.00380285,0.00457115,0.00912236,0.0122516,4.13862e-05,0.000885276,0.00111623,0.00246988,0.00551218,0.0146429,0.0175494,0.0344207,0.0456885,28.6129,0.455695,0.328013,0.222922,0.657146,1,17.2138
0.0991669,0.695411,0.336771,0.000324744,0.000282756,0.000714733,0.00185819,0.00485045,0.00535738,0.0102877,0.0144136,3.59366e-05,0.000963358,0.000838906,0.00211782,0.0054874,0.0141983,0.015659,0.0296427,0.0410428,28.257,0.400105,0.400359,0.225053,0.619818,1,13.9902
0.0972787,0.556896,0.270606,0.000219331,0.000228839,0.000566119,0.00157969,0.00353098,0.00411567,0.00666544,0.0104392,3.24987e-05,0.000809863,0.000844942,0.00208768,0.00580375,0.0128804,0.0149812,0.0240394,0.0371443,27.4587,0.354644,0.38578,0.239323,0.572119,1,16.4021
0.0993465,0.666316,0.309313,0.000271096,0.000281756,0.0005884,0.0012349,0.0036162,0.00419805,0.0071233,0.0104761,2.69793e-05,0.000875678,0.000910082,0.00189867,0.00397653,0.011556,0.0133905,0.022511,0.0327593,27.4723,0.328195,0.465603,0.194877,0.60071,1,11.2262
0.0767777,0.584113,0.219104,0.000133848,0.000179943,0.000474618,0.00107149,0.00310717,0.0029317,0.00494457,0.00752962,4.90492e-05,0.000610516,0.000820593,0.0021615,0.00486653,0.013983,0.0132037,0.0220692,0.0332238,28.6903,0.442156,0.486583,0.269228,0.533409,1,17.0629
0.0768694,0.59261,0.239881,0.000198532,0.000217091,0.000468932,0.00120986,0.00317654,0.00387285,0.0071973,0.0100591,4.14774e-05,0.000826944,0.000904177,0.00195104,0.0050183,0.0130691,0.0158884,0.0291297,0.0402461,27.5477,0.336449,0.462933,0.229252,0.637805,1,14.7454
0.0757024,0.715161,0.264674,0.000249509,0.00029495,0.000647998,0.00164232,0.00389596,0.00534727,0.00868254,0.0132562,2.82935e-05,0.000941815,0.00111315,0.00244231,0.00616678,0.0145063,0.0198031,0.0317627,0.047696,27.9454,0.553904,0.542624,0.259735,0.642156,1,13.5052
0.0696762,0.644607,0.230957,0.000262046,0.000310435,0.000580613,0.00174326,0.00407122,0.00549294,0.00891619,0.0136866,2.51262e-05,0.00113332,0.00134232,0.00250764,0.00749141,0.0173223,0.0232309,0.0371704,0.0559451,28.5064,0.665399,0.548988,0.248069,0.646918,1,14.4068
0.102018,0.796157,0.382388,0.000199302,0.00023514,0.000624595,0.00138682,0.00344756,0.00402145,0.00739412,0.0113697,4.21456e-05,0.000520933,0.000614549,0.00163074,0.00361363,0.00893533,0.0104072,0.0189699,0.028875,28.2837,0.362829,0.444884,0.231788,0.655283,1,12.0024
0.114053,0.603783,0.32081,0.000252158,0.00031005,0.000694188,0.00173183,0.00441977,0.00435542,0.00760013,0.0107167,3.78291e-05,0.000785385,0.000965526,0.00215919,0.00536931,0.0135897,0.0133945,0.0231422,0.0323253,27.816,0.461787,0.34715,0.224004,0.541185,1,21.202
0.0836147,0.567608,0.254076,0.000193676,0.000237954,0.000524631,0.00127248,0.00336301,0.00415973,0.00745007,0.0110745,4.13275e-05,0.000761695,0.000935672,0.00206061,0.00498331,0.0130633,0.0161083,0.028487,0.0417669,27.7847,0.433735,0.383619,0.242853,0.635929,1,15.076
0.0543504,0.358016,0.1324,0.000174454,0.000160067,0.000376316,0.000976896,0.00233978,0.00305762,0.00582429,0.00872051,5.87363e-05,0.0013159,0.00120751,0.00283421,0.00732433,0.0173652,0.0225725,0.0421365,0.0617948,28.251,0.673256,0.435107,0.215489,0.657545,1,16.5844
0.0772283,0.376534,0.201188,0.000260168,0.000208168,0.000467863,0.00124061,0.00311402,0.00446683,0.00794034,0.0112928,6.11553e-05,0.00129149,0.00103363,0.00232011,0.00612864,0.0152422,0.0217201,0.0379688,0.0531475,27.7541,0.494173,0.267805,0.191558,0.703325,1,14.2844
0.0489345,0.504172,0.163887,0.00015325,0.00017154,0.000322063,0.000789578,0.00222913,0.00327131,0.00639658,0.0104557,4.61462e-05,0.000934218,0.0010456,0.00196129,0.00479471,0.0134191,0.0195701,0.0375642,0.0599721,28.2155,0.534806,0.545063,0.247853,0.809726,1,17.2335
0.0502258,0.514781,0.163846,0.000174841,0.000213773,0.000433415,0.00127338,0.00296787,0.00460362,0.00852048,0.0146534,4.3523e-05,0.00106597,0.00130302,0.00263828,0.00771185,0.0177915,0.0273293,0.0494323,0.0820919,28.0329,0.538014,0.526722,0.284709,0.741682,1,14.3587
0.0672021,0.36404,0.179364,0.000239974,0.000204889,0.000604064,0.00133248,0.00380868,0.00516329,0.00913897,0.0164477,3.62636e-05,0.00133613,0.001141,0.00335651,0.00737416,0.0207929,0.0279812,0.0484819,0.0839978,28.3467,0.699381,0.309577,0.275175,0.715672,1,11.326
0.0781911,0.435877,0.218138,0.00026688,0.000250878,0.000660008,0.00156209,0.00407141,0.00574427,0.0100283,0.017419,3.95828e-05,0.00122195,0.00114877,0.00301652,0.0071101,0.0183224,0.0256576,0.0439519,0.0739483,27.5426,0.72211,0.288181,0.266076,0.703499,1,15.5093
0.0708358,0.550099,0.227792,0.00022692,0.000273751,0.000546996,0.00139466,0.00349555,0.00449318,0.00872456,0.0131544,4.61697e-05,0.000995181,0.00120032,0.00239555,0.00608527,0.0151135,0.0193434,0.0368878,0.0545948,28.9684,0.527584,0.393902,0.232374,0.675026,1,15.1696
0.0735714,0.549984,0.214891,0.000241686,0.000193722,0.000515092,0.00129361,0.00304367,0.00374679,0.00652474,0.00956124,4.63404e-05,0.00112343,0.00090068,0.00239127,0.00598381,0.013966,0.017137,0.0294683,0.0425982,28.5851,0.589992,0.422226,0.2015,0.61638,1,17.1067
0.111601,0.656485,0.365099,0.000209827,0.000322238,0.000806794,0.00191886,0.00485553,0.00529631,0.00996773,0.0151185,3.19379e-05,0.000574382,0.000881825,0.00220492,0.00522823,0.0131247,0.0142991,0.0265759,0.0397626,27.6852,0.356845,0.36372,0.269918,0.611197,1,14.0338
0.100508,0.560583,0.311614,0.000279641,0.00033703,0.000694593,0.0019624,0.00490439,0.00637248,0.011177,0.0162768,3.04443e-05,0.000896593,0.00108039,0.00222406,0.00625813,0.0154948,0.0200401,0.0346261,0.049641,27.5577,0.418351,0.324195,0.252996,0.655375,1,15.6493
0.0729222,0.607413,0.240179,0.000225666,0.00020533,0.00054468,0.00130411,0.00316118,0.00380515,0.00771123,0.0114518,5.11015e-05,0.000938691,0.000854174,0.00226268,0.00540043,0.0129908,0.0155959,0.0311074,0.0455102,28.0709,0.403597,0.436458,0.220153,0.667701,1,20.3312
0.0845389,0.694234,0.285235,0.000146926,0.000192301,0.000466112,0.00115973,0.00264124,0.00371705,0.00583131,0.00877339,4.02755e-05,0.000514841,0.000673729,0.00163147,0.00404941,0.00917492,0.0128639,0.0200343,0.0298406,27.6322,0.406978,0.475082,0.240637,0.647081,1,12.4813
0.119918,0.498956,0.314681,0.000201682,0.000254453,0.000601593,0.00143797,0.00405827,0.0038783,0.00682898,0.0106992,5.47741e-05,0.000640498,0.000807954,0.00190811,0.00454883,0.0127322,0.0121745,0.0212403,0.0328821,28.3849,0.450118,0.269819,0.204237,0.558168,1,19.3639
0.0863906,0.437606,0.218346,0.000272018,0.000285024,0.000859133,0.00191096,0.00440057,0.00510071,0.00866508,0.0132584,4.2146e-05,0.00124426,0.00130367,0.00391931,0.00867604,0.0197559,0.0228274,0.0381703,0.0572457,28.6953,0.445703,0.316471,0.216314,0.557772,1,21.8739
0.0990351,0.494774,0.261229,0.000206159,0.000257112,0.000469872,0.00130235,0.00353205,0.00362545,0.00621954,0.0103244,5.38123e-05,0.000788566,0.000983271,0.00179547,0.00496076,0.0133405,0.0136884,0.0232551,0.0380199,27.4718,0.459775,0.298864,0.213316,0.591562,1,13.3405
0.0904434,0.369512,0.203447,0.000178695,0.000273179,0.000587683,0.0015455,0.00370883,0.00384849,0.00673363,0.0110642,3.5291e-05,0.000877564,0.00134095,0.00288031,0.0075393,0.0179035,0.0185652,0.0320373,0.0515787,28.1256,0.330472,0.320525,0.227367,0.54237,1,14.484
0.0970701,0.564569,0.274227,0.000142432,0.000234469,0.000555838,0.00132344,0.00328873,0.00356178,0.00632369,0.00922429,3.34289e-05,0.000519124,0.000854286,0.00202283,0.00480289,0.0118506,0.0128219,0.0225403,0.0325428,27.1001,0.322628,0.401245,0.26494,0.57496,1,15.1455
0.0967128,0.46765,0.233449,0.000278379,0.000298841,0.000695566,0.00168323,0.00397179,0.00418474,0.0070317,0.0103024,2.43157e-05,0.00119104,0.00127847,0.00297066,0.00715864,0.0167289,0.01761,0.0292401,0.0422661,27.1443,0.345093,0.396191,0.204448,0.540236,1,15.1622
0.0645837,0.381771,0.155207,0.000133795,0.000179516,0.000451797,0.00115092,0.00287043,0.00343411,0.00638401,0.00932849,6.84629e-05,0.000861302,0.00115529,0.00290248,0.00736078,0.0181584,0.021647,0.0395072,0.0566959,28.3213,1.0446,0.318841,0.25675,0.611955,1,15.6864
0.0672014,0.378219,0.173706,0.000236449,0.000245986,0.000494166,0.00131625,0.003404,0.00414087,0.00791804,0.0121484,6.5335e-05,0.00135935,0.0014141,0.00283676,0.00752043,0.0192197,0.0232833,0.0435957,0.0653652,29.0863,1.31608,0.300085,0.237564,0.63488,1,20.547
0.0483461,0.272762,0.10958,0.000125638,0.000127602,0.000282797,0.00069229,0.00180856,0.00276448,0.00507913,0.00757199,7.08254e-05,0.00114523,0.00116311,0.00257409,0.006278,0.0162365,0.0246072,0.0442976,0.0646339,27.7482,0.688943,0.399451,0.25075,0.725086,1,14.1468
0.0526351,0.2823,0.117166,0.000137554,0.000179592,0.000376023,0.000981685,0.00255883,0.00310444,0.0060219,0.00996248,6.73958e-05,0.00117263,0.00153045,0.00319906,0.00830898,0.0213727,0.0258122,0.0488839,0.0783656,28.2979,0.853484,0.365448,0.231923,0.661404,1,19.1973
0.056474,0.0927047,0.0719221,0.000102201,0.000127219,0.000296691,0.000803762,0.00191382,0.00250554,0.00454863,0.00638753,5.6309e-05,0.00141898,0.00176573,0.00410822,0.0110519,0.0259199,0.0336641,0.059482,0.0815675,26.7907,0.765135,0.32686,0.231043,0.61301,1,14.9424
0.0556983,0.201747,0.10711,0.000113501,0.000117671,0.000315048,0.000864293,0.00201366,0.00280265,0.00539765,0.00796718,9.54563e-05,0.00105855,0.00109739,0.00293272,0.00800459,0.018453,0.0254988,0.0479758,0.0692332,28.2519,1.28618,0.277269,0.221557,0.661181,1,21.2789
0.0578582,0.17001,0.0947343,9.51606e-05,0.00010631,0.000287451,0.000645708,0.00187113,0.00229664,0.00414806,0.00659662,4.35721e-05,0.00100349,0.00112093,0.00302511,0.00676985,0.0193688,0.0236692,0.0419495,0.0650998,26.6309,0.368625,0.452456,0.210462,0.615341,1,17.7704
0.0533097,0.19641,0.0958941,0.000183904,0.000162887,0.000388732,0.00107066,0.00250761,0.0031694,0.00613975,0.00938177,5.54848e-05,0.00191412,0.00169574,0.0040374,0.0110418,0.0254834,0.0319937,0.0601737,0.0891161,27.151,0.671423,0.363954,0.229006,0.645751,1,17.3052
0.0623933,0.46738,0.168261,0.000109258,0.000148683,0.000338955,0.000854119,0.00211453,0.00281067,0.00477126,0.00704995,6.08093e-05,0.000648915,0.000882868,0.00201041,0.00505053,0.012411,0.0164298,0.0275745,0.040214,28.5289,0.483347,0.459486,0.246126,0.608772,1,17.2846
0.0949734,0.593434,0.260929,0.000271477,0.000327704,0.000740107,0.00173865,0.00450937,0.0041754,0.0075043,0.0112271,3.86785e-05,0.00103935,0.00125434,0.00282841,0.00661919,0.0169884,0.01575,0.027956,0.0412525,28.3759,0.394099,0.41609,0.220806,0.501188,1,14.4925
0.0715264,0.402323,0.158162,0.000129172,0.000152479,0.000427058,0.000976533,0.00261555,0.00273612,0.0045239,0.00676138,4.93999e-05,0.000816038,0.00096314,0.00269286,0.00613636,0.0162681,0.0170053,0.0278075,0.040997,27.6276,0.49563,0.416239,0.238849,0.53207,1,16.1773
0.0731963,0.578711,0.203815,0.000115101,0.000191352,0.000343643,0.000930471,0.0024045,0.00220808,0.00386589,0.00598335,6.39401e-05,0.000564415,0.000937973,0.00168322,0.00454453,0.0116599,0.0107176,0.0186146,0.0285196,28.948,0.43714,0.510589,0.222656,0.53036,1,16.1736
0.139297,0.704774,0.475525,0.000325836,0.00039052,0.00072905,0.00203641,0.00462836,0.00598641,0.0109603,0.0155304,2.65514e-05,0.000684744,0.000820565,0.0015308,0.00426419,0.00963934,0.0124325,0.0225295,0.0316265,27.9358,0.284692,0.364946,0.21684,0.627201,1,15.8869
0.148699,0.600608,0.416148,0.000378251,0.000328439,0.000935324,0.0021249,0.00544632,0.00538631,0.00984633,0.014008,1.93277e-05,0.00090811,0.000788613,0.00224254,0.00508018,0.0129184,0.0127779,0.0231138,0.032565,27.5523,0.349412,0.329975,0.212164,0.552372,1,15.4224
0.078664,0.627635,0.220892,0.000188979,0.000273473,0.000624075,0.00150921,0.00348205,0.00324876,0.00514176,0.00792866,4.8449e-05,0.000854798,0.00123651,0.00281729,0.006786,0.015519,0.0144943,0.0227478,0.0346502,28.5941,0.495696,0.521765,0.218525,0.498908,1,16.5568
