"epsilon","zeta","gamma","nu_short[1]","nu_short[2]","nu_short[3]","nu_short[4]","nu_short[5]","nu_short[6]","nu_short[7]","nu_short[8]","inoculum","p_short[1]","p_short[2]","p_short[3]","p_short[4]","p_short[5]","p_short[6]","p_short[7]","p_short[8]","x0","k","alpha","beta_short[1]","beta_short[2]","beta_short[3]","r"
0.0603957,0.248796,0.117531,0.000135947,0.000150803,0.000333854,0.000862787,0.0023571,0.00266624,0.0051066,0.00662239,5.40411e-05,0.00115535,0.00128145,0.00283252,0.00728744,0.0196609,0.0221822,0.0416397,0.0533404,27.4386,0.448913,0.389984,0.233036,0.597999,1,20.3359
0.0838458,0.738901,0.294169,0.000206153,0.000275734,0.000658076,0.00150839,0.0034816,0.00425979,0.0071919,0.0126063,4.43619e-05,0.000700305,0.000936453,0.00223207,0.00510149,0.0116969,0.014274,0.0238647,0.0410929,28.6451,0.60295,0.46505,0.252127,0.61628,1,13.4761
0.0686872,0.52591,0.202337,0.000180684,0.000219469,0.000476926,0.00134023,0.00326829,0.00376962,0.00636221,0.0098437,4.81116e-05,0.000892186,0.00108349,0.00235154,0.00658014,0.0158959,0.0182896,0.030485,0.0463929,29.2268,0.421961,0.462457,0.23475,0.593701,1,16.2657
0.0868306,0.808283,0.337428,0.000216578,0.000257234,0.000641951,0.00146156,0.00362402,0.00458663,0.00824663,0.0129055,3.45538e-05,0.000641439,0.000761758,0.00189887,0.00431278,0.010626,0.0134106,0.0238566,0.0368377,28.1708,0.493535,0.504096,0.254012,0.677493,1,13.9363
0.0659107,0.530086,0.212319,0.000134789,0.000228506,0.000461388,0.0013242,0.00342103,0.00427485,0.00787895,0.0132557,4.18772e-05,0.00063444,0.00107508,0.00216837,0.00619819,0.0158572,0.0197367,0.0357812,0.058764,27.8241,0.335117,0.449971,0.294997,0.683037,1,13.2976
0.0699454,0.658786,0.248269,0.000211782,0.000233388,0.000540326,0.0014762,0.0037737,0.00482705,0.00863297,0.0124669,3.79919e-05,0.000852308,0.000939177,0.00217165,0.00591081,0.0149725,0.019072,0.0336041,0.0478144,28.2651,0.485638,0.494012,0.265752,0.682537,1,17.5402
0.0750729,0.359424,0.166545,0.000166501,0.000187146,0.000446992,0.00107162,0.00284266,0.00317801,0.0047961,0.00769688,5.63212e-05,0.000998739,0.00112244,0.00267673,0.00639331,0.016782,0.0187247,0.0279916,0.0441736,27.484,0.547821,0.322986,0.226071,0.587468,1,13.5693
0.0669831,0.285776,0.130293,0.000166402,0.000152731,0.000402364,0.000991055,0.00252611,0.00303954,0.004807,0.0073612,5.9005e-05,0.00127551,0.00117084,0.00307863,0.00754893,0.0190192,0.0227967,0.035581,0.053476,27.9979,0.610311,0.354373,0.199568,0.55131,1,13.0758
0.0838582,0.693067,0.272863,0.000198527,0.000322665,0.000639302,0.00145786,0.00384786,0.00372732,0.00702899,0.00958094,5.84321e-05,0.000727043,0.00118112,0.00233747,0.00531442,0.0139057,0.013476,0.0251132,0.0339216,29.8929,0.597885,0.435928,0.234428,0.552045,1,15.7459
0.0838869,0.55545,0.228943,0.000167211,0.000223071,0.000502215,0.00137943,0.00323862,0.00301188,0.00578747,0.00803306,5.81546e-05,0.000729828,0.0009734,0.00218882,0.0059891,0.0139486,0.0129848,0.0246558,0.0338981,28.7875,0.545596,0.387924,0.225032,0.533283,1,14.8633
0.0877638,0.518137,0.234718,0.000148725,0.000276167,0.000643656,0.00144862,0.00371552,0.00390175,0.00656848,0.0104445,5.77456e-05,0.00063323,0.00117521,0.00273475,0.00613389,0.015583,0.0163513,0.0272227,0.0426023,28.9376,0.632456,0.329335,0.268992,0.524299,1,12.1784
0.0955942,0.561485,0.275823,0.000152893,0.000282462,0.000644452,0.001724,0.0041525,0.00433283,0.00753797,0.0111673,5.93163e-05,0.000554008,0.00102302,0.00233102,0.00621157,0.0148316,0.0154657,0.026602,0.0389116,28.9051,0.505167,0.322115,0.278131,0.537669,1,13.3001
0.086542,0.708898,0.280312,0.00023039,0.000243519,0.000553211,0.00137996,0.00341225,0.00361011,0.00645604,0.0102773,4.12039e-05,0.000821232,0.000867988,0.00196967,0.00489881,0.0120266,0.0127151,0.0225131,0.035367,28.5205,0.453411,0.494011,0.210912,0.577521,1,15.8182
0.0925998,0.688946,0.3,0.000207896,0.000234348,0.000542702,0.00148858,0.00323786,0.00372235,0.00635461,0.0101164,4.45783e-05,0.000692506,0.000780549,0.00180574,0.00493744,0.0106776,0.0122558,0.0207426,0.0326213,28.7026,0.472038,0.437023,0.214272,0.590596,1,16.7113
0.0870751,0.62988,0.260846,0.000223229,0.000247854,0.000541007,0.00153122,0.00344008,0.00377302,0.00635123,0.0100824,4.03845e-05,0.000855057,0.00094929,0.00206975,0.00583595,0.0130165,0.0142583,0.0237698,0.0372141,28.6022,0.420852,0.450371,0.223462,0.554928,1,16.5866
0.12859,0.540699,0.384881,0.000337659,0.000358384,0.000791269,0.00212524,0.00467048,0.00594564,0.00992215,0.0156213,4.37602e-05,0.000876539,0.00093029,0.00205166,0.0054915,0.0119894,0.015213,0.0251319,0.0390043,28.992,0.466985,0.263603,0.203794,0.617431,1,13.7273
0.0711654,0.662925,0.227246,0.000159187,0.000229882,0.000493862,0.00135547,0.00301525,0.00338889,0.00587716,0.00854503,3.91704e-05,0.000700013,0.00101058,0.00216853,0.00592937,0.0130949,0.0146937,0.0252105,0.0362398,27.4146,0.372215,0.608069,0.267498,0.590977,1,16.0488
0.0790217,0.624167,0.237283,0.000196685,0.000269371,0.000539709,0.00134144,0.00338682,0.00371848,0.00656247,0.0096916,3.29845e-05,0.000828216,0.00113394,0.00226937,0.00562154,0.0140725,0.0154293,0.0269124,0.0392413,27.6633,0.326206,0.549829,0.249493,0.56562,1,17.4848
0.0598866,0.408713,0.143727,9.36975e-05,0.000160295,0.000403282,0.000979921,0.00266951,0.00251896,0.00424549,0.00618352,8.43154e-05,0.000651489,0.00111403,0.00279804,0.00677177,0.0182348,0.0172242,0.0286911,0.0412481,28.7822,0.446348,0.47751,0.251028,0.511895,1,13.8206
0.067282,0.428227,0.164978,0.000125732,0.000209626,0.000434867,0.0011622,0.00315364,0.00287088,0.00513425,0.00725533,6.98032e-05,0.000761534,0.00126901,0.00262897,0.00699532,0.018757,0.0171039,0.0301815,0.042125,28.5895,0.498842,0.403472,0.26001,0.529722,1,15.6739
0.081392,0.539768,0.223348,0.000105186,0.000184035,0.000458401,0.00111316,0.0024535,0.00282039,0.0053107,0.00699291,6.83933e-05,0.000470728,0.000823305,0.0020482,0.00495926,0.0108657,0.0124703,0.0232254,0.0303589,28.7501,0.544771,0.38225,0.238692,0.546191,1,15.8434
0.0968598,0.745685,0.305003,0.000176675,0.000289421,0.000614112,0.00161087,0.00348185,0.00325842,0.00570174,0.00817499,3.76557e-05,0.000578923,0.000948011,0.00200942,0.00525373,0.011287,0.0105703,0.018351,0.0261033,28.6256,0.502406,0.507453,0.262287,0.511275,1,12.1145
0.105426,0.595473,0.293075,0.000159336,0.000311968,0.000726256,0.0017001,0.004559,0.00393076,0.00623514,0.00956681,5.12536e-05,0.000543373,0.00106333,0.00247193,0.00576745,0.0153175,0.0132346,0.0208317,0.031611,29.5825,0.623451,0.349454,0.241803,0.485604,1,15.5773
0.113073,0.703872,0.355939,0.000292624,0.000320716,0.000693646,0.00179005,0.00477646,0.00472529,0.00820058,0.0117062,3.35617e-05,0.000821444,0.000900232,0.00194499,0.00500392,0.0132416,0.0131017,0.0225205,0.031841,28.7371,0.383472,0.414532,0.232337,0.538184,1,15.6527
0.0906129,0.532067,0.263009,0.000351669,0.000301149,0.000599565,0.00164552,0.00420965,0.00491002,0.00891629,0.0134331,3.68453e-05,0.00133531,0.00114371,0.00227445,0.00621763,0.0157536,0.0183265,0.0327895,0.0485929,28.2588,0.445814,0.342289,0.192943,0.632875,1,15.0214
0.0789834,0.542848,0.217835,0.000175692,0.000171631,0.000466325,0.00107251,0.00259251,0.00291353,0.00488448,0.00735656,6.40627e-05,0.00080589,0.000787277,0.00213616,0.0048994,0.0117613,0.0131984,0.0219311,0.032668,28.4282,0.4459,0.411987,0.195983,0.562894,1,16.7275
0.0759757,0.639899,0.223189,0.000181477,0.000235528,0.000490395,0.0012245,0.00331601,0.00308467,0.00601128,0.00807287,4.19809e-05,0.000812448,0.00105418,0.00219241,0.00545646,0.0146399,0.0136325,0.0262272,0.034908,28.2895,0.506337,0.549974,0.234127,0.543391,1,16.6695
0.0712764,0.286992,0.152176,0.000114335,0.000184383,0.000473779,0.00100301,0.00276822,0.00321305,0.00577341,0.00888381,6.87397e-05,0.000750773,0.00121018,0.0031037,0.00654794,0.0178659,0.0206775,0.0365523,0.0551584,27.8132,0.510258,0.27266,0.240327,0.614818,1,17.3254
0.0604959,0.408675,0.156222,0.000160035,0.00013449,0.000299403,0.000906847,0.00222871,0.0027531,0.00486914,0.00744434,5.63253e-05,0.00102336,0.000860152,0.00191286,0.00577137,0.0140657,0.0173178,0.0302261,0.045485,27.6946,0.453344,0.438551,0.218251,0.659725,1,16.8734
0.0753703,0.432467,0.184282,0.000106822,0.000173118,0.000406313,0.00115169,0.00291385,0.00291514,0.00546665,0.00751039,5.49322e-05,0.000579331,0.000938538,0.00219999,0.00621079,0.0155658,0.0155726,0.0288099,0.0391589,28.1096,0.529432,0.367076,0.244781,0.564635,1,18.1177
0.0698078,0.393659,0.167178,0.000113526,0.000136461,0.000405844,0.00109935,0.00264918,0.00284699,0.00528074,0.00754923,6.81096e-05,0.000678611,0.000815596,0.00242173,0.00653297,0.0155993,0.0167446,0.0306203,0.0432058,28.0248,0.426469,0.360468,0.259439,0.565917,1,17.4256
0.0739845,0.37939,0.175203,0.000116378,0.000142528,0.000391042,0.000986219,0.00253796,0.00271652,0.00510745,0.00725818,6.08326e-05,0.000663803,0.000812837,0.00222696,0.00559749,0.0142789,0.0152682,0.0283258,0.0397792,27.8779,0.409093,0.34837,0.264269,0.576193,1,17.1141
0.0648167,0.43485,0.172554,0.000164324,0.000205894,0.00045423,0.000885695,0.00253184,0.00330862,0.00559703,0.00845278,5.48953e-05,0.0009514,0.00119179,0.00262549,0.00510666,0.0144606,0.0188137,0.0314174,0.0466988,28.4414,0.561632,0.405221,0.216095,0.638965,1,14.8608
0.0635551,0.535678,0.191827,0.000183501,0.000221746,0.000414627,0.00113888,0.00273214,0.00360233,0.00603909,0.00924576,6.35679e-05,0.000955682,0.00115464,0.0021568,0.00590196,0.0140427,0.0184329,0.0305211,0.0459822,28.5209,0.576283,0.427224,0.220273,0.648274,1,13.8273
0.0785337,0.411097,0.205945,0.000158476,0.000195981,0.00043816,0.00106093,0.0028217,0.00338885,0.00573406,0.00906808,4.70932e-05,0.000768915,0.000950712,0.00212304,0.0051251,0.013516,0.0161887,0.0270884,0.0421745,27.652,0.341766,0.344374,0.248107,0.637437,1,15.7682
0.0740009,0.5537,0.212664,0.000135178,0.000194876,0.000460955,0.00111611,0.00262949,0.00319805,0.00575102,0.00914339,5.12156e-05,0.00063524,0.000915521,0.00216284,0.00522085,0.0122135,0.0148153,0.0263307,0.0412223,27.5202,0.451956,0.434266,0.246418,0.603662,1,17.8182
0.0735948,0.467053,0.216238,0.000228445,0.000221068,0.000485383,0.00128041,0.00325622,0.00436245,0.00800041,0.0118498,3.83674e-05,0.00105533,0.00102129,0.00223964,0.00588642,0.0148351,0.0197753,0.0356781,0.0519528,27.5964,0.448497,0.357962,0.231561,0.720005,1,13.1885
0.0740691,0.449147,0.199937,0.000214837,0.000190882,0.000402287,0.000955525,0.00250147,0.00347183,0.00627998,0.00997856,4.74057e-05,0.00107337,0.000953797,0.00200803,0.00475639,0.0123567,0.0170682,0.0304532,0.047536,27.0199,0.374972,0.353245,0.233773,0.676695,1,13.9393
0.0573363,0.272672,0.131095,0.000167665,0.000163062,0.000378256,0.000948155,0.0024629,0.00337002,0.00619602,0.0093103,5.19405e-05,0.00127732,0.00124229,0.00287704,0.00718062,0.0184406,0.0250624,0.0451304,0.0663099,27.0401,0.335356,0.393569,0.216343,0.701103,1,15.7889
0.0579502,0.580698,0.194654,0.000213399,0.000206697,0.000445674,0.00119804,0.00329529,0.00417045,0.00754075,0.01031,4.38765e-05,0.00109509,0.00106074,0.00228434,0.00611706,0.0166471,0.0209755,0.0372944,0.0503012,28.5198,0.445508,0.551833,0.242,0.697355,1,12.691
0.06262,0.310923,0.144377,0.000152534,0.000154085,0.000353677,0.000872894,0.00230601,0.0031587,0.00602014,0.00996616,5.71887e-05,0.00105538,0.0010661,0.00244369,0.00600958,0.015721,0.0214097,0.0400282,0.0645713,27.6941,0.458467,0.337742,0.239416,0.667562,1,17.9814
0.0550325,0.303081,0.135483,0.000184336,0.000161757,0.000430821,0.00109661,0.00284226,0.00408221,0.0079148,0.0119466,5.65357e-05,0.00135873,0.0011925,0.0031698,0.00802909,0.0205476,0.0292494,0.0551945,0.0810322,27.6263,0.564638,0.327818,0.248747,0.74696,1,17.2161
0.0801761,0.503625,0.244309,0.000207246,0.000195239,0.000520454,0.00118436,0.0030392,0.00425156,0.00788842,0.0117182,3.52021e-05,0.000847574,0.000798509,0.00212578,0.00482439,0.0122871,0.0171047,0.0312788,0.0457692,27.6236,0.351081,0.368132,0.241945,0.705605,1,16.9172
0.083866,0.570371,0.228157,0.000130579,0.000227938,0.00051855,0.00110594,0.00288975,0.00288019,0.00483547,0.00757064,6.2323e-05,0.000571994,0.000998043,0.00226762,0.00482391,0.0125072,0.0124663,0.0207538,0.0321161,28.5383,0.48148,0.411476,0.227035,0.520231,1,14.1229
0.0700374,0.49997,0.181206,0.000146738,0.000163444,0.000357876,0.000998803,0.00249914,0.00265231,0.00461767,0.0067466,4.90961e-05,0.000809129,0.000901165,0.00197108,0.00548176,0.0136041,0.0144258,0.0248497,0.0358952,28.011,0.516857,0.491937,0.240185,0.554446,1,18.7579
0.0648937,0.609135,0.198843,0.000171746,0.000205579,0.000464305,0.00121286,0.00290696,0.00334067,0.00559557,0.00840706,4.10555e-05,0.000862983,0.00103281,0.0023296,0.0060626,0.0144087,0.016523,0.0273705,0.0405649,28.0794,0.399445,0.636352,0.219634,0.599878,1,18.0753
0.0513468,0.38491,0.142205,0.000194921,0.000169433,0.000395551,0.00105238,0.00257971,0.00347751,0.00662229,0.00928794,6.32413e-05,0.00136883,0.00119005,0.00277384,0.0073461,0.0178176,0.0238705,0.0444965,0.0613095,28.5604,0.443713,0.456172,0.22412,0.697556,1,15.0559
0.0704422,0.514218,0.188258,0.00017082,0.000227585,0.000555565,0.00156741,0.00359164,0.0037262,0.00636604,0.0101054,4.26836e-05,0.00090655,0.00120744,0.0029424,0.00825711,0.0187211,0.0194089,0.0327094,0.0509437,28.6419,0.485365,0.481277,0.237622,0.537365,1,16.3063
0.0766326,0.540145,0.208898,0.000158634,0.0002054,0.000444281,0.0010962,0.00251803,0.00265579,0.00439178,0.00699831,5.43051e-05,0.000758807,0.000982287,0.00212227,0.00522016,0.0119103,0.0125537,0.0205907,0.0324151,27.7241,0.308768,0.469497,0.224015,0.559801,1,13.2782
0.0685292,0.608287,0.21395,0.000160059,0.000232631,0.000547445,0.00127579,0.00331388,0.00348858,0.00614656,0.00911569,5.7173e-05,0.000747553,0.00108613,0.00255222,0.00592769,0.0152528,0.016044,0.0279267,0.0408655,29.61,0.928241,0.463245,0.257786,0.582665,1,17.8539
0.0865059,0.437522,0.226175,0.000210556,0.000221349,0.000509448,0.00120958,0.00308396,0.00375517,0.00665482,0.00997478,3.75194e-05,0.000930077,0.000977705,0.00224739,0.00531951,0.0134518,0.0163318,0.0285823,0.0422391,26.9069,0.348719,0.333438,0.22,0.65853,1,13.0137
0.0688982,0.610455,0.222893,0.000198643,0.000250616,0.000552749,0.00144198,0.00345302,0.00428148,0.00775797,0.0115997,4.66314e-05,0.000890408,0.00112312,0.00247375,0.00642781,0.0152555,0.0188467,0.0336351,0.0494672,28.9914,0.509625,0.49338,0.249246,0.608429,1,19.5478
0.0706903,0.316233,0.151591,0.000131151,0.000162309,0.000351309,0.000903734,0.00241558,0.0027166,0.0050364,0.00752225,5.19772e-05,0.000864414,0.00106956,0.00231212,0.00592632,0.0156849,0.017605,0.0321553,0.047276,26.9994,0.452023,0.323135,0.234455,0.635208,1,13.5687
0.0515439,0.293139,0.109297,0.00011864,0.000168816,0.000361275,0.000961602,0.00230938,0.00284568,0.00476051,0.00749095,7.32416e-05,0.0010843,0.00154217,0.00329455,0.00872131,0.0206921,0.0253755,0.0417377,0.0641413,28.7537,1.11017,0.445919,0.249846,0.570725,1,22.9536
0.0509749,0.125933,0.0792508,0.000126207,0.000116619,0.000286471,0.000686659,0.00193542,0.00244298,0.004991,0.00687773,8.82965e-05,0.00158996,0.00146936,0.00360172,0.00858996,0.0238393,0.0299041,0.0592461,0.0798543,27.9043,2.30482,0.317791,0.222949,0.630917,1,15.779
0.0638556,0.156752,0.0968506,0.000106616,0.000133273,0.000300584,0.000765998,0.0019734,0.00252516,0.00453075,0.00687238,7.30741e-05,0.00109962,0.00137418,0.00309398,0.00784701,0.0199688,0.0254102,0.0446902,0.0662571,27.7684,3.76877,0.262201,0.226066,0.59261,1,17.7432
0.0427591,0.291246,0.0956959,9.98935e-05,0.000112751,0.000276754,0.000729198,0.00181504,0.00225098,0.00421776,0.00690741,8.13043e-05,0.00104278,0.00117684,0.00288368,0.00756233,0.0186137,0.0229816,0.042214,0.0673215,28.9219,2.06346,0.582546,0.246014,0.629071,1,16.4428
0.0804354,0.109852,0.106349,0.000124247,0.000143977,0.000364995,0.000920731,0.0024318,0.00292637,0.00549276,0.00821043,7.0095e-05,0.00116693,0.00135199,0.00342032,0.00858335,0.0223551,0.0267799,0.049112,0.0716698,26.7744,1.13993,0.179458,0.238274,0.615489,1,20.3081
0.0596045,0.151379,0.0909863,0.000119477,0.000187626,0.000397299,0.00104783,0.00285186,0.00320506,0.00632467,0.00922521,4.46408e-05,0.00131142,0.0020579,0.0043476,0.0113853,0.0303913,0.0340272,0.0649944,0.0920574,27.3382,0.819796,0.3212,0.255558,0.591914,1,22.1555
0.0822031,0.520987,0.229425,0.000201004,0.000230809,0.000553844,0.00140569,0.00336127,0.00414056,0.00678926,0.0112059,5.10139e-05,0.000875356,0.00100502,0.00240825,0.00608971,0.0144393,0.0177276,0.028742,0.0465688,28.3323,0.445387,0.349008,0.224807,0.593647,1,17.9753
0.0840619,0.664662,0.252611,0.000203006,0.000253435,0.000524055,0.00129321,0.00326546,0.00321204,0.00626766,0.00936608,4.02239e-05,0.000802986,0.00100226,0.00207026,0.0050933,0.0127619,0.0125557,0.0242108,0.0357515,28.3508,0.457978,0.487633,0.216455,0.555435,1,15.5889
0.109575,0.663661,0.332698,0.000267369,0.000287393,0.000707127,0.00152062,0.00440036,0.00434359,0.00715017,0.00983921,3.18919e-05,0.000802994,0.000863078,0.00212092,0.00454979,0.0130536,0.0128874,0.0210393,0.0287245,28.4411,0.414545,0.388968,0.208229,0.569978,1,12.8033
0.0798099,0.529467,0.203861,0.00017471,0.000256346,0.000603665,0.00150489,0.00309209,0.00314761,0.00562768,0.00881166,5.37579e-05,0.000856272,0.00125587,0.00295242,0.00732786,0.014941,0.0152052,0.0268638,0.0414329,28.3294,0.3939,0.421443,0.229931,0.4971,1,17.9726
0.0725552,0.537823,0.198228,0.000148907,0.000223287,0.000429638,0.00119893,0.00292353,0.00264155,0.00480482,0.00691845,5.65395e-05,0.000750627,0.00112515,0.0021627,0.00601188,0.014534,0.0131505,0.0236652,0.0337244,28.9155,0.611779,0.472987,0.231142,0.543285,1,18.6687
0.0670371,0.417388,0.184194,0.000144953,0.000175348,0.000373883,0.00094396,0.00290569,0.00371051,0.00642772,0.00986641,4.17508e-05,0.000786343,0.00095107,0.00202572,0.00509869,0.0155302,0.0197468,0.0337198,0.050842,27.4891,0.380461,0.374016,0.264328,0.708057,1,12.5704
0.0817919,0.509374,0.253465,0.000230553,0.000236603,0.000605539,0.00153078,0.00322566,0.0048928,0.00936799,0.0128092,3.81253e-05,0.000908778,0.000932603,0.00238335,0.00600315,0.0125663,0.0189381,0.0356423,0.0481054,27.3195,0.313263,0.366807,0.254592,0.694192,1,14.5123
0.0572845,0.37867,0.153311,0.000132069,0.00017464,0.000439992,0.00114399,0.00263092,0.00367399,0.00662917,0.0109814,5.06685e-05,0.0008607,0.00113783,0.00286171,0.00740662,0.0168711,0.0234034,0.0414477,0.0668405,28.0902,0.621743,0.397739,0.26176,0.703926,1,16.2589
0.0525859,0.158925,0.0937569,0.000100044,0.000104536,0.000263439,0.00063492,0.00158357,0.00250346,0.00501277,0.00723789,7.16761e-05,0.00106592,0.00111373,0.00280194,0.00672643,0.0166097,0.0260072,0.0507521,0.071666,27.0654,0.808582,0.32715,0.246145,0.722918,1,18.179
0.0588425,0.16726,0.102594,0.000190984,0.000153162,0.00036752,0.00102077,0.00255236,0.00352229,0.006436,0.0103242,5.94724e-05,0.0018581,0.00149067,0.00356949,0.00985158,0.0242744,0.0331928,0.0590297,0.0914312,27.2312,1.13382,0.254882,0.212657,0.720261,1,19.6211
0.0584548,0.135859,0.0904515,0.000134946,0.000150983,0.000286058,0.000699781,0.00189714,0.00286584,0.00491585,0.00783201,6.44473e-05,0.00148969,0.00166643,0.00315258,0.00767713,0.0205432,0.0307107,0.0515464,0.0796879,27.2497,0.951368,0.285612,0.212936,0.663826,1,19.7391
0.0574379,0.402039,0.152871,0.000107499,0.000159555,0.00036343,0.0009095,0.00250792,0.00298533,0.00601686,0.00868671,6.35944e-05,0.000702708,0.00104263,0.00237172,0.00591427,0.0161407,0.0191544,0.0378686,0.0537685,27.7676,0.487941,0.412836,0.270124,0.666183,1,17.3837
0.0676322,0.285972,0.139632,0.000186405,0.000185587,0.000433616,0.00111926,0.00295591,0.00341936,0.00583137,0.00980289,5.81654e-05,0.0013332,0.00132735,0.00309582,0.0079521,0.0207305,0.0239031,0.0400884,0.0655999,27.8508,0.818284,0.292187,0.223084,0.615891,1,19.2233
0.0611198,0.399816,0.151985,0.000147004,0.000177216,0.000449894,0.00112215,0.00285366,0.00329394,0.00612373,0.00845665,4.51345e-05,0.000966287,0.00116465,0.00295137,0.00732915,0.0184298,0.021213,0.038731,0.0527084,28.1245,0.420944,0.474368,0.242795,0.602043,1,15.3476
0.106599,0.630885,0.317653,0.000230755,0.000263274,0.000697619,0.00168658,0.00433373,0.00411942,0.00689737,0.0110247,4.53406e-05,0.000725909,0.000828126,0.00219136,0.00528146,0.0134594,0.0128023,0.0212521,0.0335426,28.6518,0.526107,0.357593,0.210572,0.552385,1,15.3565
0.065929,0.513568,0.180111,0.00019316,0.000198416,0.000411419,0.000988202,0.00266385,0.00300903,0.00533615,0.00808702,5.1231e-05,0.0010713,0.00110042,0.00227905,0.0054567,0.0145745,0.0164321,0.0287746,0.0429709,27.7247,0.460239,0.484133,0.212113,0.608068,1,21.2956
0.0690257,0.527578,0.196048,0.000168993,0.000197627,0.000394676,0.00100171,0.0025529,0.0028796,0.00510049,0.00757166,4.98257e-05,0.000861258,0.00100704,0.00200912,0.00508355,0.0128544,0.0144756,0.0253569,0.0371853,28.3841,0.432504,0.50031,0.202824,0.606154,1,21.4824
0.0628655,0.173987,0.0983424,0.000132809,0.000136455,0.000319874,0.000922574,0.00246679,0.00281588,0.00516263,0.00743062,5.13793e-05,0.00134866,0.00138562,0.00324211,0.00929405,0.0244699,0.0278364,0.0498781,0.0702506,26.8832,0.603859,0.317213,0.246076,0.586773,1,20.3612
0.0619654,0.157865,0.0978073,0.000144528,0.00018176,0.000366544,0.00093986,0.00232947,0.00298341,0.00541459,0.00803814,4.70849e-05,0.0014755,0.0018549,0.00373363,0.00951784,0.0232628,0.0296,0.0524559,0.0759422,26.4987,0.426511,0.32452,0.237809,0.618055,1,19.7952
0.0764745,0.47262,0.20023,9.98883e-05,0.000156648,0.000438392,0.00105842,0.00269288,0.00311554,0.00536075,0.00794153,3.80951e-05,0.00049862,0.000781731,0.00218466,0.00525824,0.0132705,0.0153215,0.0260749,0.0381491,26.8735,0.307664,0.454335,0.270265,0.588585,1,17.349
0.0782939,0.495757,0.210228,0.000197737,0.000255084,0.00047565,0.00122434,0.00298635,0.00339428,0.00600959,0.00982025,3.84529e-05,0.000939699,0.0012119,0.00225743,0.00579015,0.0140063,0.0158892,0.0277916,0.0446277,27.7168,0.383147,0.413228,0.236521,0.592058,1,12.0205
0.0968924,0.394807,0.234442,0.000166676,0.000186409,0.00054593,0.00132686,0.00334252,0.00425082,0.00674869,0.0112209,3.23854e-05,0.000710442,0.000794486,0.00232323,0.0056278,0.0140569,0.0178088,0.0279807,0.0456761,26.4725,0.291711,0.303969,0.236511,0.631561,1,14.9947
0.0636722,0.54738,0.197316,0.000136308,0.000241272,0.00042435,0.00116399,0.00285223,0.00336967,0.00715121,0.00950735,6.40214e-05,0.000690337,0.00122128,0.002146,0.00586454,0.0142492,0.0167908,0.0349749,0.0459685,28.8195,0.501221,0.447866,0.293569,0.609143,1,16.2034
0.0623553,0.553024,0.196254,0.000134604,0.000254992,0.000457456,0.00126402,0.00292807,0.00352388,0.00739571,0.0101192,5.99604e-05,0.000685394,0.00129761,0.00232551,0.00639953,0.0147004,0.017639,0.0363158,0.0490336,28.9104,0.481319,0.459085,0.281548,0.624419,1,15.6772
0.0894375,0.677316,0.303845,0.000255729,0.000265653,0.000510961,0.00131737,0.00325213,0.00383311,0.00743911,0.011181,3.53747e-05,0.000840937,0.00087354,0.00167883,0.00431697,0.0105899,0.0124582,0.0238981,0.0354923,27.0688,0.288475,0.459132,0.201534,0.675229,1,14.8619
0.0739532,0.554058,0.232952,0.000184311,0.000224906,0.000500515,0.00125404,0.00316569,0.00432337,0.00687892,0.0104599,6.12902e-05,0.000790573,0.000964529,0.00214397,0.00535444,0.0134073,0.0182209,0.0286824,0.042972,29.4321,0.676955,0.364469,0.233915,0.646591,1,16.3965
0.0549795,0.236805,0.1099,0.000163679,0.000136027,0.000330944,0.000869506,0.00206594,0.00289956,0.00565235,0.00764,5.30452e-05,0.00148713,0.0012362,0.00300227,0.00784965,0.0184515,0.0257053,0.0489157,0.0649989,27.9474,0.79858,0.371968,0.213793,0.669741,1,19.4372
0.0707816,0.298647,0.155046,0.000144725,0.00017699,0.000399112,0.000989245,0.00244442,0.00341919,0.00587476,0.0101047,5.8314e-05,0.000932563,0.00114023,0.00256755,0.00633989,0.0155211,0.0215769,0.0365072,0.0611845,26.8617,0.485025,0.27728,0.220686,0.682653,1,18.5133
0.0742639,0.552036,0.210347,0.00011915,0.000190483,0.000471807,0.0012643,0.0029859,0.00317241,0.00587631,0.00766914,4.42529e-05,0.000566124,0.000904746,0.00223797,0.00597462,0.0139964,0.0148577,0.027177,0.0351769,28.0242,0.480792,0.454051,0.27473,0.576622,1,15.1053
0.0921857,0.636427,0.28253,0.000258669,0.000245513,0.000620585,0.00142746,0.00364407,0.00405184,0.00682627,0.0111192,4.31239e-05,0.000914709,0.000868227,0.00219172,0.00502701,0.0127338,0.0141385,0.0235912,0.0378657,28.2912,0.469221,0.40505,0.198054,0.594789,1,15.7051
0.056089,0.361708,0.13637,0.000118787,0.000148709,0.000395486,0.000912855,0.00250306,0.0032316,0.00586521,0.00853802,5.706e-05,0.0008703,0.00108929,0.0028917,0.00664943,0.018024,0.0231486,0.0412359,0.0589201,27.6067,0.521754,0.43893,0.260228,0.638107,1,17.6606
0.0654763,0.343881,0.155231,0.000169858,0.000161465,0.000434048,0.00112467,0.00260373,0.00335322,0.00626123,0.00993213,6.0773e-05,0.00109303,0.00103908,0.00278834,0.00719303,0.0164966,0.0211447,0.0387711,0.0601353,27.7924,0.531332,0.325638,0.230238,0.6474,1,17.2698
